company_found,company_id,company_searched,employees,found,headquarters,industry,it_eng_jobs,linkedin,specialties,website
Alyeska Pipeline Service Company,32345.0,Alyeska Pipeline Service Company,501-1.000 funcionários,1.0,"Anchorage, Alaska",Petróleo e energia,not found,https://www.linkedin.com/company/32345/about/,,https://www.alyeska-pipe.com/Employment/JobOpportunities
Am Computers,648056.0,AM Computers,0-1 funcionários,1.0,,Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/648056/about/,"Window 95, 98, 2000, XP, 2003, Vista, 2008, 7, Apple Mac, Data Recovery, Beckup, VirusRemoval, Network Support, Wirless Networking Setup, OS Installation, Email setup, Home user IT support, Business IT Support, Computer repair, Laptop Repair, Mac repair e New computer Setup",http://www.am-computers.com
,,"Amarantus Therapeutics, Inc.",,0.0,,,,,,
Amazon,1586.0,Amazon,+ de 10.001 funcionários,1.0,"Seattle, WA",Internet,11.262,https://www.linkedin.com/company/1586/about/,"e-Commerce, Retail, Operations e Internet",http://www.amazon.com
Amazon Web Services (AWS),2382910.0,Amazon Web Services,+ de 10.001 funcionários,1.0,"Seattle, WA",Tecnologia da informação e serviços,5.828,https://www.linkedin.com/company/2382910/about/,,http://aws.amazon.com
Amdocs,1539.0,Amdocs,+ de 10.001 funcionários,1.0,"Chesterfield, MO",Telecomunicações,59,https://www.linkedin.com/company/1539/about/,"customer experience, BSS, OSS, CRM, network planning, optimization and control, outsourcing, digital services, customer management, ordering, big data analytics, network functions virtualization, mobile financial services e managed services",http://www.amdocs.com
Amec Foster Wheeler,8643689.0,Amec Foster Wheeler,+ de 10.001 funcionários,1.0,"Aberdeen, Scotland",Petróleo e energia,not found,https://www.linkedin.com/company/8643689/about/,,http://www.woodplc.com
American Campus Communities,26203.0,American Campus Communities,1.001-5.000 funcionários,1.0,"Austin, TX",Imobiliário,2,https://www.linkedin.com/company/26203/about/,Student Housing e REIT,http://www.americancampus.com
American Electric Power,162419.0,American Electric Power,+ de 10.001 funcionários,1.0,"Columbus, OH",Serviços públicos,29,https://www.linkedin.com/company/162419/about/,"electricity, power, generation, transmission, distribution, energy, utility e solar",http://AEP.com
American Express,1277.0,American Express,+ de 10.001 funcionários,1.0,"New York, NY",Serviços financeiros,73,https://www.linkedin.com/company/1277/about/,"Financial Services, Business Travel, Corporate Card, Network Services e Merchants Services",https://www.americanexpress.com/
American Family Insurance,4647.0,American Family Insurance,5.001-10.000 funcionários,1.0,"Madison, WI",Seguros,19,https://www.linkedin.com/company/4647/about/,"Business Insurance, Property Insurance, Auto Insurance e Life Insurance",http://www.amfam.com
American Foundry Group,6203227.0,American Foundry Group,51-200 funcionários,1.0,"Bixby, OK",Mineração e metais,not found,https://www.linkedin.com/company/6203227/about/,,http://www.americanfoundry.com
,,"American Giant, Inc.",,0.0,,,,,,
American Health Care Association,41680.0,American Health Care Association,51-200 funcionários,1.0,"Washington, DC",Atendimento médico e hospitalar,not found,https://www.linkedin.com/company/41680/about/,,http://www.ahcancal.org
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,55517522.0,American Israel Public Affairs Committee,201-500 funcionários,1.0,"Washington, Washington DC",Organização cívica e social,not found,https://www.linkedin.com/company/55517522/about/,,
AMERICAN SYSTEMS,6609.0,AMERICAN SYSTEMS,1.001-5.000 funcionários,1.0,"Chantilly, VA",Tecnologia da informação e serviços,199,https://www.linkedin.com/company/6609/about/,"Consulting, C4ISR, Information Technology, Cable Plant Installation, Test and Evaluation, Training, Healthcare e Acquisition and Lifecycle Support",http://www.AmericanSystems.com
American Tower,8100.0,American Tower,1.001-5.000 funcionários,1.0,"Boston, MA",Telecomunicações,14,https://www.linkedin.com/company/8100/about/,,http://www.americantower.com
Amerisure Insurance,26780.0,Amerisure Insurance,501-1.000 funcionários,1.0,"Farmington Hills, MI",Seguros,6,https://www.linkedin.com/company/26780/about/,"Workers'​ Compensation, Construction, Manufacturing, Healthcare e Commercial Insurance",http://www.amerisure.com
Amgen,2068.0,Amgen,+ de 10.001 funcionários,1.0,"Thousand Oaks, CA",Biotecnologia,45,https://www.linkedin.com/company/2068/about/,"Biologics, Human therapeutics e Development of novel products",http://www.amgen.com
Amplitude,3626155.0,Amplitude,201-500 funcionários,1.0,"San Francisco, California",Software,30,https://www.linkedin.com/company/3626155/about/,"Mobile Analytics, Big Data, Data Analysis, App Data Analysis, Product Analytics, Product Development e Product Management",https://amplitude.com
,,"Ampush Media, Inc.",,0.0,,,,,,
,,Amtrust/Majestic Group,,0.0,,,,,,
AmWINS Group,79203.0,AmWINS,1.001-5.000 funcionários,1.0,"Charlotte, North Carolina",Seguros,3,https://www.linkedin.com/company/79203/about/,Wholesale Insurance,http://www.amwins.com
"Amwins Brokerage Of Georgia, LLC",60032569.0,AmWINS Brokerage,51-200 funcionários,1.0,"Atlanta, Georgia",Seguros,not found,https://www.linkedin.com/company/60032569/about/,,
AmWINS Group,79203.0,AmWINS Group,1.001-5.000 funcionários,1.0,"Charlotte, North Carolina",Seguros,3,https://www.linkedin.com/company/79203/about/,Wholesale Insurance,http://www.amwins.com
AmWINS Group Benefits,2843143.0,AmWINS Group Benefits,501-1.000 funcionários,1.0,,Seguros,not found,https://www.linkedin.com/company/2843143/about/,"Business Process Outsourcing, Alternative Risk Programs (Self-Funding), Retiree Benefits, Pharmacy Benefits, TPA Services, Small Group, Stop Loss, Underwriting, Affinity (Association) Member Benefits, Voluntary Benefits e Enrollment and Administration Solutions",http://www.amwins.com/GroupBenefits/Pages/default.aspx
,,"AmWINS Group, Inc.",,0.0,,,,,,
"Amy Shelf, Counselor at Law",57003769.0,Amy Shelf,2-10 funcionários,1.0,"San Francisco, California",Serviços jurídicos,not found,https://www.linkedin.com/company/57003769/about/,,http://amyshelf.com
"ANA - Aeroportos de Portugal, SA",162453.0,ANA - Aeroportos de Portugal,1.001-5.000 funcionários,1.0,,Linhas aéreas/Aviação,not found,https://www.linkedin.com/company/162453/about/,"Airport management, Airport development, Airport maintenance, Transports, aviation e Airports",http://www.ana.pt
,,"ANA - Aeroportos de Portugal, S.A.",,0.0,,,,,,
"ANA - Aeroportos de Portugal, SA",162453.0,ANA aeroportos,1.001-5.000 funcionários,1.0,,Linhas aéreas/Aviação,not found,https://www.linkedin.com/company/162453/about/,"Airport management, Airport development, Airport maintenance, Transports, aviation e Airports",http://www.ana.pt
"ANA - Aeroportos de Portugal, SA",162453.0,ANA Aeroportos de Portugal,1.001-5.000 funcionários,1.0,,Linhas aéreas/Aviação,not found,https://www.linkedin.com/company/162453/about/,"Airport management, Airport development, Airport maintenance, Transports, aviation e Airports",http://www.ana.pt
"ANA - Aeroportos de Portugal, SA",162453.0,"ANA Aeroportos de Portugal, SA",1.001-5.000 funcionários,1.0,,Linhas aéreas/Aviação,not found,https://www.linkedin.com/company/162453/about/,"Airport management, Airport development, Airport maintenance, Transports, aviation e Airports",http://www.ana.pt
"ANA - Aeroportos de Portugal, SA",162453.0,"ANA, Aeroportos de Portugal SA",1.001-5.000 funcionários,1.0,,Linhas aéreas/Aviação,not found,https://www.linkedin.com/company/162453/about/,"Airport management, Airport development, Airport maintenance, Transports, aviation e Airports",http://www.ana.pt
Analytics Genie,31336555.0,Analytics Genie,2-10 funcionários,1.0,"Austin, Texas",Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/31336555/about/,,http://www.analyticsgenie.com
Analytics Insight®,13385296.0,Analytics Insight,11-50 funcionários,1.0,"Hyderabad, Telangana",Produção de mídia,not found,https://www.linkedin.com/company/13385296/about/,"Business Analytics, Business Intelligence, Big Data, Strategy, Market Trends e Artificial Intelligence",http://www.analyticsinsight.net
Ancestry,397181.0,Ancestry,1.001-5.000 funcionários,1.0,"Lehi, UT",Internet,20,https://www.linkedin.com/company/397181/about/,"Consumer genomics, Family history, Artificial Intelligence, Machine Learning, Data Science e DNA",https://careers.ancestry.com/us/en
,,Ancestry ($1.3B in Revenue & 1700 + employees),,0.0,,,,,,
Ancestry,397181.0,Ancestry.com,1.001-5.000 funcionários,1.0,"Lehi, UT",Internet,20,https://www.linkedin.com/company/397181/about/,"Consumer genomics, Family history, Artificial Intelligence, Machine Learning, Data Science e DNA",https://careers.ancestry.com/us/en
Anders CPAs + Advisors,79912.0,Anders CPAs + Advisors,201-500 funcionários,1.0,"St. Louis, Missouri",Contabilidade,not found,https://www.linkedin.com/company/79912/about/,"Tax Planning and Compliance, Family Wealth and Estate Planning, Audit and Advisory, Employee Benefit Plan Audits, Outsourced Accounting e Technology",http://www.anderscpa.com
,,Angaza Design Inc,,0.0,,,,,,
ANGELS BASEBALL FOUNDATION INC,60649268.0,Angels Baseball,,1.0,"Anaheim, California",Gestão de organização sem fins lucrativos,not found,https://www.linkedin.com/company/60649268/about/,,
"Anna Gold Acupuncture, L.Ac, MTOM, FABORM",55806452.0,Anna Gold Acupuncture,2-10 funcionários,1.0,"San Francisco, California",Prática médica,not found,https://www.linkedin.com/company/55806452/about/,,
AnotherTrail,15239929.0,Another Trail,11-50 funcionários,1.0,,Comércio e desenvolvimento internacional,not found,https://www.linkedin.com/company/15239929/about/,"Startups, Scouting, Cybersecurity, SD-WAN, Innovation, IoT, Telecom, IT, International, Business, Sales, Marketing, Consulting, Business Development e VoIP",http://www.anothertrail.com
AnSata,7263532.0,AnSata,11-50 funcionários,1.0,"Curitiba, Paraná",Software,not found,https://www.linkedin.com/company/7263532/about/,,http://www.ansata.com.br
ANSELME CAPITAL,33053048.0,"Anselme Capital, Inc.",2-10 funcionários,1.0,"SAN FRANCISCO, California",Serviços financeiros,not found,https://www.linkedin.com/company/33053048/about/,,http://anselmecapital.com
"PCTEL Antenna Products Group, Inc.",58636167.0,"Antenna Group, Inc.",2-10 funcionários,1.0,"Bloomingdale, Illinois",Produtos eletrônicos,not found,https://www.linkedin.com/company/58636167/about/,,
any2any GmbH,10216848.0,any2any,11-50 funcionários,1.0,"Munich, Bavaria",Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/10216848/about/,"Experience, Connection, Software, Humans, Access, Authentication, Transformation , Salesforce, Co-Working e Conciege",http://www.any2any.co
AnyDesk Software GmbH,8494083.0,AnyDesk Software GmbH,51-200 funcionários,1.0,"Stuttgart, Baden-Württemberg",Software,not found,https://www.linkedin.com/company/8494083/about/,"remote desktop, screen sharing e web presentation",http://anydesk.com
Aon's Reinsurance Solutions,323542.0,Aon,,1.0,,Seguros,not found,https://www.linkedin.com/company/323542/about/,,http://aon.io/reinsurance-media
Aon Service Corporation,4131757.0,Aon Service Corporation,11-50 funcionários,1.0,"Carrollton, Texas",Gestão educacional,not found,https://www.linkedin.com/company/4131757/about/,,
Apex Systems,4787.0,Apex,1.001-5.000 funcionários,1.0,"Glen Allen, VA",Tecnologia da informação e serviços,2.197,https://www.linkedin.com/company/4787/about/,"IT Staffing, Workforce Solutions, Consulting Services e Career Resources",http://www.apexsystems.com
Apex Systems,4787.0,Apex Systems,1.001-5.000 funcionários,1.0,"Glen Allen, VA",Tecnologia da informação e serviços,2.197,https://www.linkedin.com/company/4787/about/,"IT Staffing, Workforce Solutions, Consulting Services e Career Resources",http://www.apexsystems.com
"Apex Technology Systems, Inc.",79970.0,"Apex Systems, Inc",51-200 funcionários,1.0,"South Plainfield, New Jersey",Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/79970/about/,"IT Consulting, IT Staffing, Application Development, Infrastructure Management, H1B Filing, H1B Transfer, GC Filing, IT Training, Agile Coaching, Scrum Training e Scaled Agile Framework",http://www.apex-tech.com
"Apex Technology Systems, Inc.",79970.0,"Apex Systems, Inc.",51-200 funcionários,1.0,"South Plainfield, New Jersey",Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/79970/about/,"IT Consulting, IT Staffing, Application Development, Infrastructure Management, H1B Filing, H1B Transfer, GC Filing, IT Training, Agile Coaching, Scrum Training e Scaled Agile Framework",http://www.apex-tech.com
Apiary Medical Inc.,15502830.0,Apiary Inc.,11-50 funcionários,1.0,"Lakewood, Colorado",Dispositivos médicos,not found,https://www.linkedin.com/company/15502830/about/,Surgical Instruments,http://www.apiarymedical.com
"Apostrophe, Inc.",16249089.0,Apostrophe,11-50 funcionários,1.0,"Denver, Colorado",Seguros,not found,https://www.linkedin.com/company/16249089/about/,"Self-Insured Employers, Third Party Administrator (TPA), Health Plan e Healthcare Savings as a Service",http://www.apostrophehealth.com/
AppDirect,1418447.0,Appdirect,501-1.000 funcionários,1.0,"San Francisco, CA",Internet,4,https://www.linkedin.com/company/1418447/about/,"Cloud service marketplace and management platform, Cloud service and application distribution, Digital Economy  e End-to-End cloud commerce platform",http://www.appdirect.com
"Perspica, Inc. (Acquired by Cisco AppDynamics)",4819644.0,"Appdynamics, Inc.",11-50 funcionários,1.0,"San Francisco, California",Software,not found,https://www.linkedin.com/company/4819644/about/,"Artificial intelligence, Machine learning, Streaming data analytics, Anomaly detection, Root cause analysis e Application performance",http://www.appdynamics.com
Applied Computer Solutions,19444.0,Applied Computer Solutions,11-50 funcionários,1.0,,Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/19444/about/,"Data Center, Data Security , Emergency Response, Cloud , Cyber Security , Deployment Services, Collaboration , Virtualization, Infrastructure Optimization , Managed Services , Contact Center, Networking, Intelligent Edge, Procurement , Integration Center  e Application Modernization",http://www.acsacs.com
,,Applift Inc,,0.0,,,,,,
,21378159.0,Appsflyer Ltd,,1.0,,,not found,https://www.linkedin.com/company/21378159/about/,,
AQUA SECURITY SOFTWARE INC.,59320564.0,Aqua Security Software Inc.,,1.0,"Burlington, Massachusetts",,not found,https://www.linkedin.com/company/59320564/about/,,
Aravo Solutions - Third-Party Risk Management,38590.0,Aravo,51-200 funcionários,1.0,"San Francisco, California",Software,2,https://www.linkedin.com/company/38590/about/,"Third Party Management, Third Party Risk & Compliance, Third Party Registration, Qualification & Validation, Anti-Bribery & Anti-Corruption, Foreign Corrupt Practices Act (FCPA), Responsible Sourcing, Confict Minerals, Data Privacy & Data Security, GDPR, Compliance, GRC, Governance, Supplier Risk Management, Supplier Risk and Performance Management, IT Vendor Risk Management e Vendor Risk Management",http://www.aravo.com
