company_found,company_id,company_searched,employees,found,headquarters,industry,it_eng_jobs,linkedin,specialties,total_jobs,website,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
FH_,67909.0,FH_,501-1.000 funcionários,True,"Curitiba, PR",Tecnologia da informação e serviços,,https://www.linkedin.com/company/67909/about/,"SAP Products and Services, E-commerce, Outsourcing, Consulting, Software, ERP, Fiscal Solution e Cloud Solution",3,http://www.fh.com.br,,,,,
FIA - Labfin Provar,3015038.0,FIA - Labfin Provar,51-200 funcionários,True,NF,Ensino superior,0.0,https://www.linkedin.com/company/3015038/about/,Finanças e Varejo,0,http://www.labfinprovarfia.com.br,,,,,
,,FiberX Distribuidora de Telecom,,False,,,,,,,,,,,,
Fidal,17727.0,FIDAL,1.001-5.000 funcionários,True,NF,Prática jurídica,0.0,https://www.linkedin.com/company/17727/about/,"Droit fiscal, Droit des sociétés, Droit social, Concurrence/Distribution, Propriété Intellectuelle et technologies de l'information, Droit du patrimoine, Règlement des contentieux, Droit public, Droit de l'immobilier e Droit de l'environnement",0,http://www.fidal.com,,,,,
Fidelis Care,461365.0,Fidelis Care,1.001-5.000 funcionários,True,"Rego Park, NY",Seguros,5.0,https://www.linkedin.com/company/461365/about/,"Medicaid Managed Care, NY State of Health Metal-Level Products, Medicare Advantage, Child Health Plus, Managed Long Term Care e Medicaid Advantage Plus",33,http://www.fideliscare.org,,,,,
Fidelity Investments,1307.0,Fidelity,+ de 10.001 funcionários,True,"Boston, MA",Serviços financeiros,357.0,https://www.linkedin.com/company/1307/about/,"Retirement, Investments, Online trading, Asset management, IRA, 401k, Mutual funds, Stocks, ETF, Bonds, Brokerage, Cash management, HSA, 529 plans, Annuities, Life insurance, Benefits consulting, Stock plan services, Investing e Business news",1909,http://www.fidelity.com,,,,,
Fidelity Investments,1307.0,Fidelity Investments,+ de 10.001 funcionários,True,"Boston, MA",Serviços financeiros,357.0,https://www.linkedin.com/company/1307/about/,"Retirement, Investments, Online trading, Asset management, IRA, 401k, Mutual funds, Stocks, ETF, Bonds, Brokerage, Cash management, HSA, 529 plans, Annuities, Life insurance, Benefits consulting, Stock plan services, Investing e Business news",1909,http://www.fidelity.com,,,,,
Fidelity National Financial,3127.0,Fidelity National Financial,+ de 10.001 funcionários,True,"Jacksonville, FL",Serviços financeiros,5.0,https://www.linkedin.com/company/3127/about/,NF,8,http://www.fnf.com,,,,,
Fidelity TalentSource,64548215.0,Fidelity TalentSource,1.001-5.000 funcionários,True,"Boston, MA",Recrutamento e seleção,135.0,https://www.linkedin.com/company/64548215/about/,NF,257,http://www.fidelitytalentsource.com,,,,,
FidenTech,10233621.0,FIDENTECH,11-50 funcionários,True,"Curitiba, Paraná",Tecnologia da informação e serviços,,https://www.linkedin.com/company/10233621/about/,"Oracle Retail, Oracle ERP Cloud, Oracle Commerce Cloud, Demand Planning e Merchandise Financial Planning",2,http://www.fidentech.com,,,,,
,,Fieldfisher,,False,,,,,,,,,,,,
Fiep - Federação das Indústrias do Estado do Paraná,74022.0,Fiep - Federação das Indústrias do Estado do Paraná,1.001-5.000 funcionários,True,"Curitiba, Paraná",Organização cívica e social,0.0,https://www.linkedin.com/company/74022/about/,NF,0,http://www.fiepr.org.br/,,,,,
,,Fiep - PR - Federação das Indústrias do Estado do Paraná,,False,,,,,,,,,,,,
FIESC - Federação das Indústrias do Estado de Santa Catarina,753149.0,FIESC - Federação das Indústrias do Estado de Santa Catarina,5.001-10.000 funcionários,True,"Florianópolis, SC",Gestão de organização sem fins lucrativos,,https://www.linkedin.com/company/753149/about/,"Operating in all segments of the industry (Social, Education, Entertainment, Health, Research e Marketing and related) to strengthen the development of the sector in the state of Santa Catarina - Brazil.",1,http://www.fiesc.com.br,,,,,
Fietta LLP,10611465.0,Fietta LLP,11-50 funcionários,True,"London, England",Prática jurídica,0.0,https://www.linkedin.com/company/10611465/about/,"Public International Law, Investment Treaty Arbitration, International Environmental Law, International Commercial Arbitration, Boundary Disputes, Sovereign Immunity, State-to-State dispute settlement, International Human Rights Law e Business and Human Rights",0,http://www.fiettalaw.com/,,,,,
Fifth Third Bank,3012.0,Fifth Third Bank,+ de 10.001 funcionários,True,"Cincinnati, Ohio",Serviços financeiros,161.0,https://www.linkedin.com/company/3012/about/,"Commercial Banking, Branch Banking, Consumer Lending, Investment Advisors, Business Banking, Small Business, Retail banking, investments, Mortgage, Credit Card e Loans",749,http://www.53.com,,,,,
,,FILE (Foundation for International Law for the Environment),,False,,,,,,,,,,,,
Filedoc Software,2707786.0,Filedoc Software,11-50 funcionários,True,"Groveton, Alexandria",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/2707786/about/,"gestão documental, bpm software, workflow software e document management",0,http://www.filedoc.com,,,,,
Filtros Mil,1709884.0,Filtros Mil,51-200 funcionários,True,NF,Plástico,0.0,https://www.linkedin.com/company/1709884/about/,NF,0,http://www.filtrosmil.com.br,,,,,
Financial Conduct Authority,163809.0,Financial Conduct Authority,1.001-5.000 funcionários,True,"Stratford, London",Serviços financeiros,,https://www.linkedin.com/company/163809/about/,"Financial services, Regulation, Consumer protection, Market confidence, Financial stability e Reduction of financial crime",13,http://www.fca.org.uk,,,,,
Financial Reporting Council,427478.0,Financial Reporting Council,201-500 funcionários,True,NF,Contabilidade,,https://www.linkedin.com/company/427478/about/,"Corporate Reporting, Audit, Accountancy e Corporate Governance",9,http://www.frc.org.uk,,,,,
,,"Finastra (Formerly PSI, Harland Financial Solutions, D+H USA)",,False,,,,,,,,,,,,
Fine Line Production,27222950.0,Fine Line,2-10 funcionários,True,"Beirut, Beirut",Mídia online,0.0,https://www.linkedin.com/company/27222950/about/,"Video Production, Filmmaking, Social Media Content, Graphic Design, Video Editing e Web Development",0,https://www.finelineprod.com,,,,,
FINRA,1342448.0,FINRA,1.001-5.000 funcionários,True,"Washington, District of Columbia",Serviços financeiros,12.0,https://www.linkedin.com/company/1342448/about/,NF,26,http://www.finra.org/careers,,,,,
Firefly Fiber Broadband,40782665.0,Firefly Fiber Broadband,201-500 funcionários,True,"Palmyra, VA",Telecomunicações,0.0,https://www.linkedin.com/company/40782665/about/,NF,0,http://www.fireflyva.com,,,,,
First Abu Dhabi Bank (FAB),13332020.0,First Abu Dhabi Bank (FAB),1.001-5.000 funcionários,True,"Abu Dhabi, Abu Dhabi",Bancos,,https://www.linkedin.com/company/13332020/about/,NF,32,https://www.bankfab.com/,,,,,
First Citizens Bank,163828.0,First Citizens Bank,5.001-10.000 funcionários,True,"Raleigh, North Carolina",Bancos,43.0,https://www.linkedin.com/company/163828/about/,"Retail Banking, Commercial Banking, Wealth Management, Brokerage Services, Insurance, Mortgage, Business Banking e Private Banking",383,http://www.firstcitizens.com/,,,,,
First Commonwealth Bank,54875.0,First Commonwealth Bank,1.001-5.000 funcionários,True,"Indiana, PA",Bancos,12.0,https://www.linkedin.com/company/54875/about/,"Personal Banking, Mortgage e Business Banking",104,http://www.fcbanking.com,,,,,
First Data Corporation,2020.0,First Data Corporation,+ de 10.001 funcionários,True,"Atlanta, GA",Serviços financeiros,0.0,https://www.linkedin.com/company/2020/about/,"Payment Processing Services, Payment Acceptance, Consumer & Commercial Payments, Prepaid, Information & Analytics, Payment Network Solutions, eCommerce, Mobile Commerce, Fraud & Risk Management e Point of Sale",0,https://www.fiserv.com/en/lp/fdcmerger.html,,,,,
,,First Interstate Bank,,False,,,,,,,,,,,,
First National Bank Texas,18970175.0,First National Bank Texas,1.001-5.000 funcionários,True,"Killeen, Texas",Bancos,2.0,https://www.linkedin.com/company/18970175/about/,NF,18,https://www.1stnb.com/,,,,,
First Republic Bank,9112.0,First Republic Bank,1.001-5.000 funcionários,True,"San Francisco, CA",Bancos,116.0,https://www.linkedin.com/company/9112/about/,Personal Banking e Business Banking,448,http://www.firstrepublic.com,,,,,
First Tech Federal Credit Union,2106853.0,First Tech Federal Credit Union,1.001-5.000 funcionários,True,"Hillsboro, Oregon",Serviços financeiros,10.0,https://www.linkedin.com/company/2106853/about/,"Credit Union, Financial Services, Insurance, Deposits, Employment, Community Service, Membership, Technology e FinTech",51,http://www.firsttechfed.com,,,,,
FirstBank,1047754.0,FirstBank,1.001-5.000 funcionários,True,"San Juan, PR",Bancos,,https://www.linkedin.com/company/1047754/about/,"Commercial Banking, Mortgage Origination, Insurance, Brokerage e Auto Leasing",7,http://www.1firstbank.com,,,,,
FirstLight Fiber,674475.0,FirstLight Fiber,501-1.000 funcionários,True,"Albany, NY",Telecomunicações,1.0,https://www.linkedin.com/company/674475/about/,"Direct-to-business fiber optics, SIP Trunks, PRI-T1, Virtual PBX, Dedicated Internet, Colocation / Data Center, Cloud, Unified Communications, Disaster Recovery, IaaS, DRaaS, Cisco-based Technologies, Ethernet, Dark Fiber, Cloud Computing, Cloud Connectivity, SD-WAN, Monitoring e Managed Services",16,http://www.firstlight.net,,,,,
FIS,3128.0,FIS,+ de 10.001 funcionários,True,"Jacksonville, FL",Tecnologia da informação e serviços,307.0,https://www.linkedin.com/company/3128/about/,Information Technology,1378,http://www.fisglobal.com/,,,,,
FIS Brasil,2190834.0,FIS Brasil,+ de 10.001 funcionários,True,"São Paulo, SP",Tecnologia da informação e serviços,,https://www.linkedin.com/company/2190834/about/,NF,4,https://www.fisglobal.com/,,,,,
,,Fiscaltech Tecnologia,,False,,,,,,,,,,,,
Fiserv,3364.0,Fiserv,+ de 10.001 funcionários,True,"Brookfield, Wisconsin",Tecnologia da informação e serviços,286.0,https://www.linkedin.com/company/3364/about/,"Financial Services, Payments, Risk and Compliance, Mobile Banking, Online Banking, Core Banking, Customer & Channel Management, Business Insights & Optimization, Processing Services e Lending Solutions",780,http://www.fiserv.com,,,,,
Fiserv Lending Solutions,3366.0,Fiserv Lending Solutions,+ de 10.001 funcionários,True,"Brookfield, WI",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/3366/about/,"Financial Services, Technology e Outsourcing. Risk and Performance.",0,http://www.Fiserv.com,,,,,
Fivetran,3954657.0,Fivetran,201-500 funcionários,True,"Oakland, California",Software,24.0,https://www.linkedin.com/company/3954657/about/,"Data Integration, ETL, data pipelines e ELT",85,http://bit.ly/2s2q4Bh,,,,,
Flagstar Bank,8455.0,Flagstar Bank,1.001-5.000 funcionários,True,"Troy, MI",Bancos,2.0,https://www.linkedin.com/company/8455/about/,"Mortgage, Commercial Banking, Personal Financial Services, Government Banking e Small Business Banking",22,http://www.flagstar.com,,,,,
Flatiron Construction,62923.0,Flatiron Construction,1.001-5.000 funcionários,True,"Broomfield, CO",Construção,75.0,https://www.linkedin.com/company/62923/about/,"Heavy Civil Construction, Highway, Road and Interchange Construction, Bridge Construction, Rail Construction, Airport Construction, Dam, Water, Industrial and Underground Construction, Design-Build, Public-Private Partnerships (PPPs), CM/GC, Engineering e Bid-Build",189,http://www.flatironcorp.com,,,,,
Flick Gocke Schaumburg,426751.0,Flick Gocke Schaumburg,501-1.000 funcionários,True,"Bonn, Nordrhein-Westfalen",Serviços jurídicos,,https://www.linkedin.com/company/426751/about/,"Deutsches Steuerrecht, Gesellschaftsrecht/M&A, Nachfolge/Vermögen/Stiftungen, Private Equity/Venture Capital, Arbeitsrecht/Sozialversicherungsrecht, Kartellrecht, Immobilienwirtschaftsrecht, Bilanzrecht, Steuerbefreite Organisationen, Steuer- und Wirtschaftsstrafrecht, Tax Compliance, Wirtschaftsprüfung, Internationales Steuerrecht, Energiewirtschaftsrecht, Prozessführung, Unternehmensbewertung, Notariat, Energiewirtschaftsrecht e Tax Technology",21,http://www.fgs.de,,,,,
FLM Tecnologia,11541198.0,FLM Tecnologia,2-10 funcionários,True,"Curitiba, Paraná",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/11541198/about/,"Desenvolvimento de firmware, Desenvolvimento de hardware, Desenvolvimento de softwares, Consultoria técnica, Gestão de projetos de desenvolvimentos, Especificações de projeto de desenvolvimento, Android, Sistemas embarcados, IoT, Sensoriamento, Comunicação e Redes de rádio frequência",0,https://www.flmtecnologia.com,,,,,
Florida Blue,239879.0,Florida Blue,5.001-10.000 funcionários,True,"Jacksonville, Florida","Saúde, bem-estar e educação física",44.0,https://www.linkedin.com/company/239879/about/,"Health Insurance, Health and Wellness, Health Solutions e Health Innovation",141,http://www.floridablue.com/,,,,,
Florida Department of Transportation,3956.0,Florida Department of Transportation,5.001-10.000 funcionários,True,"Tallahassee, Florida",Engenharia civil,2.0,https://www.linkedin.com/company/3956/about/,NF,18,http://www.FDOT.gov,,,,,
Flughafen München,75868.0,Flughafen München,5.001-10.000 funcionários,True,"München-Flughafen, Bayern",Aviação e aeroespacial,,https://www.linkedin.com/company/75868/about/,Airline acquisition & assistance,6,http://www.munich-airport.de,,,,,
Flushing Bank,2544000.0,Flushing Bank,201-500 funcionários,True,"Uniondale, New York",Serviços financeiros,2.0,https://www.linkedin.com/company/2544000/about/,"Real Estate Lending, Business Banking, Retail Banking, Multicultural/Ethnic (Korean and Chinese communities), Government Banking e Internet Banking",11,http://www.flushingbank.com,,,,,
flydubai,384917.0,flydubai,1.001-5.000 funcionários,True,NF,Linhas aéreas/Aviação,0.0,https://www.linkedin.com/company/384917/about/,"travel, recruitment, aviation e Business Class",0,http://www.flydubai.com,,,,,
Flying Academy,2825855.0,Flying Academy,51-200 funcionários,True,NF,Linhas aéreas/Aviação,,https://www.linkedin.com/company/2825855/about/,"zero to ATPL(A), PPL(A), Aviation English, IR(A), MCC, MEP, CPL(A), ATPL Theory, FI & IRI, EASA e FAA",1,http://www.FlyingAcademy.com,,,,,
FM Global,5977.0,FM Global,5.001-10.000 funcionários,True,"Johnston, Rhode Island",Seguros,64.0,https://www.linkedin.com/company/5977/about/,Unrivaled research and engineering-based risk management and property insurance solutions,103,http://www.fmglobal.com,,,,,
FMC Global Talent,236443.0,FMC Global Talent,11-50 funcionários,True,"Lincoln, Lincolnshire",Recrutamento e seleção,2.0,https://www.linkedin.com/company/236443/about/,"Recruitment, Headhunters, Graduate Recruitment, Executive Search, Temporary Recruitment, Contracting, Market Mapping, Interim, Technical Recruitment, Medical Technology, Automotive, Software Solutions, Civil & Structural e Financial & Professional",18,http://www.fmctalent.com,,,,,
Focalle Engenharia Viária Ltda,12665856.0,Focalle Engenharia Viária Ltda,11-50 funcionários,True,"Florianópolis, Santa Catarina",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/12665856/about/,NF,0,http://www.focalle.com.br,,,,,
Focco Soluções de Gestão S.A,1111677.0,Focco Soluções de Gestão S.A,201-500 funcionários,True,"Caxias do Sul, RS",Tecnologia da informação e serviços,,https://www.linkedin.com/company/1111677/about/,Desenvolvimento de software de gestão (ERP),14,http://www.focco.com.br,,,,,
,,Fogo (João Alcantara),,False,,,,,,,,,,,,
FOHB - Fórum de Operadores Hoteleiros do Brasil,10366450.0,"FOH, Inc.",2-10 funcionários,True,"São Paulo, SP",Hotelaria,0.0,https://www.linkedin.com/company/10366450/about/,NF,0,http://www.fohb.com.br,,,,,
Fomento Paraná,3476099.0,Fomento Paraná,51-200 funcionários,True,"Curitiba, Paraná",Serviços financeiros,0.0,https://www.linkedin.com/company/3476099/about/,"Gestão de fundos, Financiamentos de microcrédito, Financiamento aos municípios, Gestão de ativos do Estado, Financiamentos para empresas de micro, pequeno e médio porte e Crédito para projetos de Inovação (Finep - Inovacred)",0,http://www.fomento.pr.gov.br/,,,,,
Footner and Ewing,18596141.0,Footner & Ewing LLP,51-200 funcionários,True,"Southampton, England",Prática jurídica,0.0,https://www.linkedin.com/company/18596141/about/,"family law , criminal law , litigation , mediation e conveyancing",0,https://footner-ewing.co.uk,,,,,
Forbiz - Business Software,523696.0,Forbiz - Business Software,51-200 funcionários,True,"Curitiba, Paraná",Software,0.0,https://www.linkedin.com/company/523696/about/,"Gestão por Processos, ERP, Gestão Empresarial - ERP, Folha de Pagamento, PowerBI, Cloud - Nuvem, Senior Sistemas, Acesso e Segurança, BI - Business Intelligence, Gestão de Pessoas, CRM, Recursos Humanos, WMS, TMS, GESTÃO DE PESSOAS, REDUÇÃO DE TELEFONIA, GESTÃO DA INFORMAÇÃO, BPM, ECM e SOFTWARE",0,http://www.forbiz.com.br,,,,,
Força Aérea Brasileira - FAB,3225744.0,Força Aérea Brasileira - FAB,+ de 10.001 funcionários,True,"Brasília, DF",Defesa e espaço,,https://www.linkedin.com/company/3225744/about/,"militar, aviação, defesa, tráfego aéreo, busca e salvamento e patrulha marítima",1,http://www.fab.mil.br,,,,,
Forcyd,33211365.0,Forcyd,11-50 funcionários,True,"Amsterdam, North Holland",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/33211365/about/,"eDiscovery, Digital Forensics, Cyber Security, Legal Technology, Document Review, Cyber Advisory, Consultancy, Managed Review, Risk Management e Insider risk",0,https://www.forcyd.com,,,,,
Ford Credit,1484.0,Ford Credit,5.001-10.000 funcionários,True,"Dearborn, Michigan",Serviços financeiros,,https://www.linkedin.com/company/1484/about/,NF,1,http://www.fordcredit.com,,,,,
Ford Motor Company,1483.0,Ford Motor Company,+ de 10.001 funcionários,True,"Dearborn, Michigan",Indústria automotiva,286.0,https://www.linkedin.com/company/1483/about/,"Automotive, Financial Services e Mobility",540,https://corporate.ford.com/careers,,,,,
Forma Dental,68368391.0,Forma Dental,2-10 funcionários,True,NF,"Saúde, bem-estar e educação física",0.0,https://www.linkedin.com/company/68368391/about/,NF,0,http://www.formadental.co/,,,,,
FORMACO,2388280.0,Formaço,11-50 funcionários,True,NF,Mineração e metais,0.0,https://www.linkedin.com/company/2388280/about/,"Acero Inoxidable, Fabricaciones metalurgicas a medida, Industria metalurgica, Producción industrial metalurgica, Servicios metalurgicos e Corte, plegado, cilindrado, soldadura TIG, Pulido",0,http://www.metalurgicaformaco.com,,,,,
Forsters LLP,102421.0,Forsters LLP,201-500 funcionários,True,NF,Prática jurídica,,https://www.linkedin.com/company/102421/about/,"Commercial Real Estate, Private Client, Private Wealth, Residential Property, Dispute Resolution, Corporate, Property Litigation, Contentious Trusts and Probate, Leasehold Enfranchisement, Construction, Planning, Hotels & Leisure, Family, Landed Estates, Charities, Employment, Tax, Legal Services e Law",6,http://www.forsters.co.uk,,,,,
Fortinet,6460.0,Fortinet,5.001-10.000 funcionários,True,"Sunnyvale, CA",Segurança de redes e computadores,167.0,https://www.linkedin.com/company/6460/about/,"Network Security, Enterprise Firewall, Firewall, Intrusion Prevention System (IPS), VPN, Antivirus, Email security, Web filtering and Web Security Gateway, Antispam, Application Control and Visibility, Next Generation Firewall (NGFW), network firewall, threat research, threat intelligence e artificial intelligence",1057,https://www.fortinet.com,,,,,
Fórum Brasileiro de IoT,40672507.0,Fórum Brasileiro de IoT,2-10 funcionários,True,"São Paulo, Sao Paulo",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/40672507/about/,IoT e Internet das Coisas,0,http://www.iotbrasil.org.br,,,,,
,,Fórum de Fazenda Rio Grande,,False,,,,,,,,,,,,
Foundations Investment Advisors,40875470.0,Foundations Investment Advisors,201-500 funcionários,True,"Scottsdale, Arizona",Gestão de investimentos,1.0,https://www.linkedin.com/company/40875470/about/,NF,3,http://www.fiwealth.com,,,,,
Founders Workshop,2559083.0,Founders Workshop,11-50 funcionários,True,"Scottsdale, Arizona",Software,0.0,https://www.linkedin.com/company/2559083/about/,"nearshore software development, software development, mobile development, desktop development, business analysis, project management, IoT, Small Business, Entreprenuership e startups",0,http://www.foundersworkshop.com,,,,,
,,Foursales Group | Especialistas em recrutar área comercial.,,False,,,,,,,,,,,,
Foursales®,3492926.0,"Foursales, Headhunters de vendas e marketing.",51-200 funcionários,True,"São Paulo, SP",Recrutamento e seleção,,https://www.linkedin.com/company/3492926/about/,"recrutamento de vendedores, sales professionals recruitment, salesforce recruitment, recrutamento e seleção área comercial, specialized executive search, specialized in commercial department, Experts in sales and marketing positions, contratação vendedores, contratação área comercial, headhunter área comercial, headhunter brazil, headhunter brasil, Os melhores em recrutar área comercial, Assessment especializado, Executive search, Headhunter, contratar vendedores, contratar vendedor, recrutar vendedores, recrutar vendedor, contratação vendedores e contratação vendedor",53,http://www.foursales.com.br,,,,,
Foursys,1277442.0,Foursys,501-1.000 funcionários,True,"Barueri, São Paulo",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/1277442/about/,"Business Design, Service Design, Design Thinking, Process Modelling, Digital Architecture, Multichannel Solutions, System Development, Outsourcing, Business Intelligence, Digital Transformation, Innovation Lab, Growth Hacking e Agile Culture",0,http://www.foursys.com.br,,,,,
Foxconn,5930.0,Fox Corporation,+ de 10.001 funcionários,True,NF,Tecnologia da informação e serviços,10.0,https://www.linkedin.com/company/5930/about/,"design, ODM, OEM, EMS, 5G, 8K, IoT, AI, 工业互联网, 智能制造 e 电子商务",592,http://www.foxconn.com,,,,,
Foxy Holding,28951561.0,Foxy Holding,2-10 funcionários,True,"Curitiba, Parana",Consultoria de gerenciamento,0.0,https://www.linkedin.com/company/28951561/about/,NF,0,http://foxyholding.com.br,,,,,
Franklin Athanasellis Cullen Lawyers,7653852.0,Franklin Athanasellis Cullen Lawyers,11-50 funcionários,True,NF,Prática jurídica,0.0,https://www.linkedin.com/company/7653852/about/,NF,0,http://faclaw.com.au,,,,,
Franklin Templeton,3676.0,Franklin Templeton,5.001-10.000 funcionários,True,"San Mateo, California",Serviços financeiros,10.0,https://www.linkedin.com/company/3676/about/,"By bringing together multiple, specialized investment teams in a single firm, we are able to offer investment expertise across styles and asset classes, all supported by the strength and resources of one of the world’s largest asset managers.",74,http://www.franklinresources.com,,,,,
FranklinTec,67949465.0,FranklinTec,0-1 funcionários,True,"CURITIBA, PR",Marketing e publicidade,0.0,https://www.linkedin.com/company/67949465/about/,"TI, Marketing, Marketing Digital, Marketing de Afiliação, Gestão de projetos, Gestão de Negócios e Desenvolvimento de Negócios",0,NF,,,,,
Freddie Mac,3140.0,Freddie Mac,5.001-10.000 funcionários,True,"McLean, VA",Serviços financeiros,50.0,https://www.linkedin.com/company/3140/about/,"housing, finance, compliance, risk management e economics",138,http://www.freddiemac.com,,,,,
Free-lance Graphic Design & Illustration,329321.0,Free Lance,0-1 funcionários,True,"Indianapolis, Indiana",Design gráfico,0.0,https://www.linkedin.com/company/329321/about/,NF,0,http://www.wilksart.com,,,,,
Freedom Financial Network,36119.0,Freedom Financial Network,1.001-5.000 funcionários,True,"San Mateo, CA",Serviços financeiros,33.0,https://www.linkedin.com/company/36119/about/,Helping our customers through a tough financial time in their lives.,103,http://www.freedomfinancialnetwork.com,,,,,
Freelance For,3511685.0,Freelance,11-50 funcionários,True,"Madrid, Madrid",Marketing e publicidade,0.0,https://www.linkedin.com/company/3511685/about/,"advertisement, producers e Broadcast Freelance Production Department",0,http://www.freelancefor.com,,,,,
"Freelance, self-employed",672338.0,"Freelance, self-employed",0-1 funcionários,True,NF,Animação,3.0,https://www.linkedin.com/company/672338/about/,NF,20,http://www.jenraygenre.com,,,,,
Freelancer,18075742.0,Freelancer,+ de 10.001 funcionários,True,NF,Produção de mídia,,https://www.linkedin.com/company/18075742/about/,"Journalism, Media, newspaper e Communication",2,https://en.wikipedia.org/wiki/Freelancer,,,,,
Freestore Sistemas Empresariais,293134.0,Freestore Sistemas Empresariais,2-10 funcionários,True,"Curitiba, Parana",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/293134/about/,"Serviços gerenciados de Tecnologia da Informação, Recuperação de desastres, Consultoria em gestão de TI, Terceirização de pessoal,, Suporte técnico a servidores e redes de computadores, Backup e Robotic Process Automation",0,http://freestore.com.br/,,,,,
Freeths LLP,55412.0,Freeths LLP,501-1.000 funcionários,True,NF,Prática jurídica,,https://www.linkedin.com/company/55412/about/,"Banking & Finance, Commercial Contracts, Construction, Corporate Finance, Dispute Resolution, Debt Recovery, Employment, Insolvency, Intellectual Property and IT, Planning and Environment, Real Estate, Tax, GDPR, Energy, Waste & Sustainability, Family Law, Wills, Trusts & Estates, Clinical Negligence e Pensions",16,http://www.freeths.co.uk,,,,,
French Brothers,2603904.0,French Brothers,11-50 funcionários,True,"Alamogordo, NM",Construção,0.0,https://www.linkedin.com/company/2603904/about/,"Home Construction, Value-Match Sales Management, Production Home Marketing e Community Involvement",0,http://www.frenchbrothers.com/,,,,,
Freshfields Bruckhaus Deringer,4782.0,Freshfields Bruckhaus Deringer,5.001-10.000 funcionários,True,"London, England",Prática jurídica,,https://www.linkedin.com/company/4782/about/,NF,36,http://www.freshfields.com,,,,,
Fretefy,33434775.0,Fretefy,11-50 funcionários,True,"Curitiba, Paraná",Transporte/Caminhões/Trens,0.0,https://www.linkedin.com/company/33434775/about/,"Transporte de Carga, Operação Logística, Aplicativo e Tecnologia",0,http://fretefy.com.br,,,,,
Frigelar,10127002.0,Frigelar,1.001-5.000 funcionários,True,"Porto Alegre, Rio Grande do Sul",Varejo,,https://www.linkedin.com/company/10127002/about/,Refrigeração e Climatização,51,http://www.frigelar.com.br,,,,,
Frontier Communications,163906.0,Frontier Communications,+ de 10.001 funcionários,True,"Norwalk, CT",Telecomunicações,134.0,https://www.linkedin.com/company/163906/about/,"Telecom Services, Internet Service Provider, TV and Video Services Provider, Residential Service Provider, Small Business Service Provider, Carrier Network Partner, Fiber Networks, Network Operations, Consumer and Business Customer Care, Social Baker Award Winner, Cloud Services, Managed Networks e Enterprise Connectivity",254,http://www.frontier.com,,,,,
Frontiers,214094.0,Frontiers,201-500 funcionários,True,"Lausanne, Vaud",Editoração,,https://www.linkedin.com/company/214094/about/,"Life Sciences, Health & Medicine, Technology & Engineering, Physical Sciences, Social Sciences e Digital Humanities",111,http://www.frontiersin.org,,,,,
"Fruit of the Loom, Inc.",13692.0,"Fruit of the Loom, Inc. Thru Wipro",+ de 10.001 funcionários,True,"Bowling Green, KY",Roupas e moda,1.0,https://www.linkedin.com/company/13692/about/,NF,7,http://www.fotlinc.com,,,,,
FS Legal,18436362.0,FS Legal,11-50 funcionários,True,"West Midlands, Birmingham",Prática jurídica,0.0,https://www.linkedin.com/company/18436362/about/,"tax litigation, professional negligence , commercial litigation , construction disputes , financial services litigation , corporate , commercial contracts, employment , pension law  e shareholder disputes",0,http://www.fsl.legal/,,,,,
Fujitsu Network Communications,1377.0,Fujitsu Network Communications,1.001-5.000 funcionários,True,"Richardson, Texas",Telecomunicações,9.0,https://www.linkedin.com/company/1377/about/,Communications Network Solutions e Telecommunications,19,https://www.fujitsu.com/us/products/network/,,,,,
Fujitsu Portugal,3142624.0,Fujitsu Portugal,+ de 10.001 funcionários,True,NF,Tecnologia da informação e serviços,,https://www.linkedin.com/company/3142624/about/,NF,2,http://www.fujitsu.com/pt/,,,,,
Fullers Family Law ,10080238.0,Fullers Family Law,11-50 funcionários,True,"Bedford, Bedfordshire",Prática jurídica,,https://www.linkedin.com/company/10080238/about/,"Family Law, Mediation, Collaborative Law, Advocacy, Divorce, Separation, Financial Settlements, Children, Civil Partnerships, Cohabitation e Domestic Violence",26,http://www.fullersfamilylaw.com,,,,,
Fulton Financial Corporation,34086.0,Fulton Financial Corporation,1.001-5.000 funcionários,True,"Lancaster, Pennsylvania",Bancos,9.0,https://www.linkedin.com/company/34086/about/,NF,133,https://www.fultonbank.com/,,,,,
FUNASA - Fundação Nacional de Saúde,859178.0,FUNASA - Fundação Nacional de Saúde,+ de 10.001 funcionários,True,NF,Administração governamental,0.0,https://www.linkedin.com/company/859178/about/,ASSISTENCIA A SAUDE INDIGENA,0,http://www.funasa.gov.br,,,,,
Fundacao Araucaria,28306612.0,Fundacao Araucaria,11-50 funcionários,True,"Curitiba, Pr",Pesquisa,0.0,https://www.linkedin.com/company/28306612/about/,NF,0,http://fundacaoaraucaria.org.br,,,,,
